TEXT,Classified 1,Classified 2
Hospitalizations are up more than 50% in California from two weeks ago. 7000 new cases yesterday.   Wear your masks!  #coronavirus,pro,pro
@mmpadellan Hopefully the idiots here in @Temecula will start wearing masks.,pro,pro
Yâ€™all look stupid wearing a mask but not covering your nose,pro,pro
"My fellow Americans,  Wear. A. Damn. MASK. Thank you.",pro,pro
"Good job #SanDiego ! The only county in SoCal that avoided closure for NOT making the state â€œmonitorâ€ list. Keep it up! Stay healthy, wear a mask in public ðŸ˜·.",pro,pro
"@ursopacos Those of us in #California #NursingHomes are dying b/c people won't wear masks &amp; be responsible. If #COVID19 doesn't kill me, I will die due to inability to obtain health care b/c DR's offices &amp; hospitals can't provide my procedures for",pro,pro
@GavinNewsom I wear a mask all the time but if the requirement is to wear a mask if you cannot remain 6 feet from others...nobody will wear one! You should make it so that they must wear it no matter what! And get the word out that it has changed!,pro,pro
@GavinNewsom Sheep no more! Let freedom reign. Down with @GavinNewsom Newsom and all the deep state puppets. I will not vote for you or wear a mask outside.,against,against
"@GavinNewsom Iâ€™ll ok fine... but Iâ€™m laughing at those wearing masks while driving their own cars, by themselves, with the windows up ðŸ˜‚",neutral,neutral
"@GavinNewsom So when you constantly wear your mask improperly Gavin, is that toughness, resolve or what?????",neutral,neutral
"What's most problematic to me about all of this is that the people who are wearing masks ""for the greater good"" will be the first to sign up for this shiny new vaccine that's had 0 longitudinal safety tests against an inert placebo.",against,against
@PhilthyTurtle What if my breath smells bad but I wear a mask anyway,pro,pro
@HartisPhd @douglas_donero Why? Because majority dying are between 29 &amp; 49 GOP voters dying. Not Democrats. GOP now realize voters are dying at a ratio majority GOP. Dead voters do not vote. GOP are saying wear masks. might be too late Damage done Spr,unrelated,unrelated
"I donâ€™t wear my mask out of fear, FOR FUCKS SAKE PEOPLE THIS VIRUS ISNT MADE UP... I literally am done with all of yâ€™all dumbasses. ðŸ˜’",pro,pro
@knowemchomsky @kenklippenstein Socialized medicine doesnt make people wear masks or social distance or make the country keep their shutdown coordinated across the states or make businesses produce PPE or create covid tests...  It may help people with cov,neutral,neutral
"@bladeedge861 @10News Yeah, because you cretins cant even protest with a mask on, because of course that's what you are protesting, because of course, you are an entitled, selfish, science denying crybaby.  Just wear a mask. Even if everyone is wrong, why",pro,pro
"Stay home, wear a mask if you HAVE to leave. It really is that simple.",pro,pro
@XRPinoy11 @10News Not if you're smart and wear masks. What part of that do you not fathom?,pro,pro
"Normalize wearing masks when youâ€™re sick AT ALL. Not just during this pandemic. Thinking about it now, itâ€™s wild that we generally just go out among coworkers, friends, family even when we know weâ€™re sick and liable to spread disease.",pro,pro
@mjg9ers @GavinNewsom I'm in great shape but got lyme disease so... just wear a mask. Do it for me please. I am wearing my mask for those I know and those that don't  know.  Take care.,pro,pro
@anon_barksdale @10News factors like protesters wearing masks unlike the Karens protesting them the week before.,pro,pro
@WinCoFoods Except you can shop without wearing a mask.,neutral,neutral
"@WinCoFoods I am dismayed that you wonâ€™t enforce customers wearing masks in your stores. Unfortunately, have to find another market now.",pro,pro
@amanda_m_morse @j2ooj @KassandraKitson @JakeSherman I cannot wear a mask. Anytime I put one on I start to hyperventilate. I have talked to my doc about this and she has told me not to wear one. I get so many nasty looks when I am out. Itâ€™s not fun.,against,against
"Any markets that enforce the mask ðŸ˜· requirement? Just left @WinCoFoods after being informed by a manager that customers are required to wear masks, but itâ€™s not enforced because they donâ€™t want to get into arguments. I had asked a customer to wear a mask &amp; he declined.",pro,pro
"@GavinNewsom Thank you for taking action on this! It's so sad that #COVIDIOTS and #MAGAts ruined the flattening of the curb by refusing to practice social distancing and wearing their masks. Now, they'll try to blame you. Rest assured, the overwhelming ma",pro,pro
"@j2ooj @KassandraKitson @JakeSherman No, compare this entire video to that bs mask you made on your sewing machine last week. Or the crochet mask @Alyssa_Milano likes to wear.",unrelated,unrelated
@WaltHickey I can't understand how this isn't getting more attention. Fauci said outright in his testimony - when they told the public not to wear masks it was because they didn't want them to buy out supply despite knowing wearing masks helps prevent the,pro,pro
"@3sidedstory @GavinNewsom go ahead, just wear your mask",pro,pro
"Any markets that enforce the mask ðŸ˜· requirement? Just left @Winco after being informed by a manager that customers are required to wear masks, but itâ€™s not enforced because they donâ€™t want to get into arguments. I had asked a customer to wear a mask &amp; he said he left it at home",neutral,neutral
@sfpelosi I was out getting lunch today and every single person I encountered was wearing a mask!,pro,pro
"@realDonaldTrump Itâ€™s another hoax! Not even as â€œgoodâ€ as some of the other ones. Also, Joe &amp;Nancy wear masks when they run out of their Depends!",neutral,neutral
"@drdavidsamadi Not a preventative, because we are not supposed to wear effective N95 masks.",neutral,neutral
@KingMarty01 Nice. I know at my gym you only have to wear a mask when you get your temp taken. Then you can take it off. Working out with a mask would be tough unless itâ€™s an exercise specific mask,against,against
@FigueridoGreg @axios Wear a mask Greg,pro,pro
@kaitlancollins Yeah...when it runs out of no mask wearing dip sh/+s to infect.,pro,pro
"went to the nail salon &amp; you have to wear a mask, there is glass between and to the side of you, they have a hand sanitizer station before walking in, they check your temperature and you sign a COVID form, this is great ðŸ™ŒðŸ½",pro,pro
@McDeereUSA I hope San Diego manages to stay off the list and people continue to wear their masks and social distance as they have been.,pro,pro
Oooh hmmm CA is shutting down again???  WEAR A FUCKING MASK IDIOTS,pro,pro
@DRBailey8 Yeah man. A lot of selfish fuckers that donâ€™t want to wear a mask are creating these to try and avoid it. Unreal. The United States is so doomed. This second wave is going to be truly catastrophic. #COVIDãƒ¼19 #COVIDIOTS,pro,pro
@ianbremmer None of this would be necessary if people simply wore their masks.  Only in America is wearing a mask more of a rights infringement than waiting 6 hours to vote.,pro,pro
@YNB Nope. Dont wear a mask. Commend her for standing for the truth,against,against
"@tressiemcphd Everyone nice enough to wear a mask and smile at people, dogs and babies.",pro,pro
"@bschapiroMD Not to argue semantics, but I believe he said if we don't do any social distancing or mask-wearing and just reopened completely like normal then it would be at a hundred thousand. Our current pandemic management strategy would not result in t",neutral,neutral
@Mtodd67Mary They can't wear masks the *entire* time. They need the snacks!,neutral,neutral
Itâ€™s crazy how much more paranoid I am in Idaho considering hardly anybody here wear their masksðŸ˜­ I truly donâ€™t see why it isnâ€™t enforced like at all itâ€™s just seems like a light suggestionðŸ˜ª,pro,pro
@Angry_Polak Canâ€™t wear a mask over the maga hat - itâ€™s common medical  knowledge ðŸ˜·,pro,pro
"with all these surrounding counties to SD being closed down again, weâ€™re going to be FLOODED w people, especially over 4th of july weekend so please be mindful and wear your masks &amp; stay inside",pro,pro
"@AustinAries Just wear the mask, snowflake.",pro,pro
@mrbelvedere1 @BurgerKing Store #1450  Auburn blvd  Sacramento ca 95841 916-344-6421  The employees are not requiring customers to wear masks  EVERYBODY NERDS TO WEAR MASKS!!,pro,pro
Lost my great grandfather today. Real good man. COVID kills. Wear your mask. Go out only when needed.,pro,pro
@michaelharriot I honestly donâ€™t know either itâ€™s perplexing how absolutely ignorant some people are in refusing to wear a maskðŸ˜·. It would help if they made it an enforceable law like wearing seatbelts. Seatbelts only protect the person wearing the,pro,pro
@Patriot_2006 @MarkJon67206795 @o2bnobx @AlexVickeryHowe @Vercetti44 @EricTrump Goldman Sachs just released a study they did saying if everyone wore masks it would save the country money. Wanna make a bet that before the weeks over Trump says we should be,pro,pro
"Thanks, people who don't wear a FUCKING MASK! 19 California counties (mine included) can't have nice things again! We're back to square one. The people who don't wear masks who hate quarantine are just making it longer. Take a look at your actions!",pro,pro
SoCal- I want to be able to come home soon. I miss my cat. Stay the fuck inside and wear a mask pretend youâ€™re a ninja or batman or some shit i dont care WEAR A MASK,pro,pro
"@KUSINews They should name it after ""just stop operating"" or ""just stop not wearing masks""  Maybe...Jus-Stop..O...  ...Gestapo? Yeah, Gestapo!",neutral,neutral
"@GavinNewsom I love all the â€œwhat about BLM protestsâ€... letâ€™s not forget who was out protesting first. Wah wah my freedom I donâ€™t want to wear a mask wah wah. I need a haircut BULLSHIT. So please, MISS ME, with that itâ€™s the protest nonsense. W",neutral,neutral
if i can wear a mask in the hot sun outside for my job all damn day u bitches can wear one in the grocery store for 20 mins ðŸ˜«ðŸ˜«ðŸ˜«,pro,pro
@acidsammy101 @ldplate @LAMusing @CAgovernor @Real923LA @CAPublicHealth @GavinNewsom @CHHSAgency @Cal_OES @ListosCA @CAStateParks @CalVolunteers Palomar Hospital reserved a wing in their building months ago. Hopefully the patients can go there. Still wund,unrelated,unrelated
"@meganranney Ideally 70%, 50% if most will still do mask wearing, distancing, etc",neutral,neutral
"@MacadamionNut San Diego is the fucking worst right now the restaurants are PACKED, no one is wearing masks even though itâ€™s required, people are doing their nails and like non-essential very tiny space things and itâ€™s misery",pro,pro
"I encourage all my friends and Twitter-kin to be smart and safe during the upcoming July 4th weekend.   Choose uncrowded outdoor events where social distancing is possible.   Wear a mask, avoid touching your face, and wash your hands frequently.   Self-isolate if you are sick.",pro,pro
@aertemisha Oh i was prepped for it. The no mask wearing and protesting was just asking for this shit to happen.,neutral,neutral
"@Madison_con @nf_ljunkie @ZekeJMiller @peterjhasson @GavinNewsom And 2 weeks from now, hotspots will be areas that had Trump rallies where many DONâ€™T wear masks. Sit down.",pro,pro
Will you be wearing a mask in public for the rest of your life?,neutral,neutral
@JammingTan @donlangley @vivian_v_ and also these people are wearing masks.,neutral,neutral
"@DannyEFreeman @nbcsandiego @GavinNewsom Wearing a mask is a sign that you aren't using common sense, (the virus has a 99.6% survival rate if you even catch it), there is no scientific data showing a mask protects you or the people around you. How many ti",against,against
I hate going to the bank since covid yall have such an attitude now since yall wearing a mask acting real bold,neutral,neutral
"@drolland â€œLook like a patriotic American badass, wear a maskâ€ - does that work?",pro,pro
And now we're back to phase one. Good not fucking job you fucking morons. WEAR YOUR FUCKING MASKS,pro,pro
I was just fired from my job (which I loved) for pushing back against customers who were being shitty about wearing masks. Guess Iâ€™ll have more time for streaming. ðŸ¤·â€â™‚ï¸,pro,pro
"@ibdb2u Yeah, I'm afraid it's going to get uncomfortable when I refuse to teach/be in any indoor space where any student or staff member isn't wearing a mask.",pro,pro
@GllitterGoddess Hahahahaha yes. Tell him his hero trump doesnâ€™t even wear a mask so why is he getting a lame ass maga one,neutral,neutral
@issabopdotcom @Braden4198 @elloitslittlelo @0tina0bobina0 @GavinNewsom I can confirm that I work at a gym and no one is required to wear a mask when they are working out,neutral,neutral
"Wow, Governor Newsom really borrowed a page out of Governor Cuomo's playbook in his address just now; appealing to people to do the right thing and framing mask wearing as ""leadership"". It worked in New York (""New York Smart""). Hoping it works here. @GavinNewsom #Californiaproud",pro,pro
@aravosis Weâ€™ve never seen him wear a damn mask. Never.,neutral,neutral
@thehill #GENERATIONX  FOR THE LOVE OF COUNTRY  LIFE  DEMOCRACY.  PLEASE WEAR Mask. Swine Flu is right around  the corner.,pro,pro
@vivian_v_ and let us not FORGET those that have come on vacation and brought their shit into CA.. I'm looking at you AZ ... Six cases as of yesterday in Carlsbad from AZ residents - F'N Griswalds .... WEAR a MASK and GO HOME .// ASSHOLES,pro,pro
@JustinCucciare @GavinNewsom People are wearing masks and social distancing inside of small businesses or not being served but things are still closing.,neutral,neutral
@rayleengale In California you're required to wear a mask.,pro,pro
@realDonaldTrump  GO HOME TO COVID-19  INFECTED FLORIDA &amp; GET OUT AND SHAKE HANDS  WITH YOUR SUPPORTERS THAT DO NOT WEAR MASK!! YOUR SERVICE IS NO LONGER NEEDED BY THE UNITED STATES OF AMERICA!! YOU HAVE NOT ACCOMPLISEF A DAMN THING!! YOU ARE NOT A PA,pro,pro
"I'm tired of people complaining about other peoples' mask decorum; you're evil if you don't wear it, you're crazy if you wear it in the car, you gotta have it placed like this, blah blah. Dude if you have your own mask on correctly and you're washing your hands why do you care?",pro,pro
"Just found out one of my niggas got the rona shit hitting different, Aye wear a mask mane forreal",pro,pro
"@Bee_Bailey Unfortunately, â€œprotect othersâ€ is messaging that doesnâ€™t seem to resonate with those not wearing masks. ðŸ˜¡",pro,pro
"even the gov of california is slamming you non mask wearing fuckers, theres still a pandemic",pro,pro
Just watched a livestream funeral for my neighbor. Wear your masks.,pro,pro
@JenniferAnnistn Hmmmm weâ€™ve been forced to wear masks for 4 months and numbers are still rising.  Propaganda girl.  Gosh itâ€™s disheartening to see my favorite actors pushing this agenda.  What a shame.,against,against
"@s_chekov @CAgovernor @GavinNewsom the virus is droplet-born, so unless you're wearing your mom's special occasion panties you'll probably still screen out most of em. Is why they say masks reduce the risk of transmission by 70% instead of 100%.",pro,pro
"@rubydiana Because I don't believe in your fear. Read again, 99.6% survival rate if you catch it. If you are so worried stay in your home or you can wear two masks to protect you. I'm not sick and if I were to cough or sneeze I already cover my mouth....i",against,against
"@ZaineyDog @CAgovernor @KUSINews @GavinNewsom @PPRPapaPig @LaurenKUSI Actually, my strategy is to stay as far away from hospitals, swabs, bars &amp; crowded spaces etc., as possible..Even before the virus,  have been wearing a mask for the past 5 years, d",pro,pro
@TeddyPersians Heâ€™s terrified heâ€™s losing his base. Hannity &amp; McConnell are saying to wear a mask. Tucker went off on the GOP wasting time on Benghazi. Trumps approval rating is the lowest in 2 years.,neutral,neutral
"WEAR A FUCKING MASK. Biggest problem Cali has right now, are indoor gatherings at each other's houses.",pro,pro
"@mitchellvii That sounds like a personal problem, Bill.  Stop acting like a child. In fact, even children wear masks and don't complain like this.",pro,pro
"@littylaurynn Me: *wearing sweats, hoodie, a mask and glasses* Men: *still honks and pulls over*ðŸ¤¢",pro,pro
@CAgovernor @CAPublicHealth @GavinNewsom @CHHSAgency @Cal_OES @ListosCA @CAStateParks @CalVolunteers They say mask wearing is a lack of freedom and violating rights? Let me remind you a real constitutional problem: the Philippines is undergoing the Terror,pro,pro
"@tshirtwoman19 @Kevin_Faulconer @GavinNewsom @KUSINews @latimes @LaurenKUSI @GingerKUSI @PPRPapaPig @MathisKUSI No, on this you are wrong.Its about the spread of disease. My partner suffers from anaphylaxis, 3 times we have been to the ER because of peopl",unrelated,unrelated
@CAgovernor @CAPublicHealth @GavinNewsom @CHHSAgency @Cal_OES @ListosCA @CAStateParks @CalVolunteers South Korea and Japan have been able to handle the virus than us. What makes those countries different from the U.S is that they have self discipline and ,neutral,neutral
@GavinNewsom So why are you asking us to wear masks AND closing everything up? Seriously?!?! WHY? Is it bc masks are BS?,against,against
we lost 120 souls from covid in the last 24h in ca &amp; yâ€™all are still bitching about having to wear a fucking mask???,pro,pro
@GavinNewsom @MartyCaswell Too bad Karen and Ken couldnâ€™t just WEAR A F****** MASK..... now weâ€™re all going backwards. Good job assholes.,pro,pro
"Sick and damned tired of being lectured by anyone about being ""responsible"" and wearing masks.  Show me in the Constitution where it states who gets to decide what's ""responsible""  Otherwise STFU",against,against
@notryann_ no its not fucking true. i wear a mask for 8 hours a day and im not fucking hypoxic,pro,pro
@CASenateDems Too bad Karen and Ken couldnâ€™t just WEAR A F****** MASK..... now weâ€™re all going backwards. Good job assholes.,pro,pro
"@arijimenez00 @GlazedEyesKJ I understand why people would be apprehensive about it but youâ€™re not really breathing in THAT much more carbon dioxide than normal, and you still get enough oxygen while wearing a mask. The carbon dioxide argument is valid i",pro,pro
"@jayt40125962 @nbcsandiego Not fear, you are making it sound that way. I think you are the one who fears. You fear wearing a mask, you fear washing your hands, you fear other people doing these things, otherwise it wouldnâ€™t bother you that people ask of",pro,pro
@RepMattGaetz Except donâ€™t wear a mask.  Donâ€™t do that.  Idiot.,pro,pro
Wear a mask.,pro,pro
"If you don't wanna wear your mask after its mandated, you should lose your driver's priviledge.  Keep everyone safe from C-19.",pro,pro
I was the ONLY person out of 20+ people in the office wearing a mask.  I'm also the least cool out of everybody there. I left after after 90mins.,pro,pro
"@realDonaldTrump @NYCMayor Mr. President, I love ya but you must start wearing a mask. You are the symbol of our country and that symbol needs to have a mask on for all of us to copy.",pro,pro
"@GavinNewsom thanks for all you do! Mask enforcement issue...if people do not want to wear a mask after you ordered it so, there needs to be a cost. In this case, please look at suspending driver's priviledge. People will only do what they have to when th",pro,pro
@RazorbackMBB The governor said if we want football we better wear masks now. Iâ€™m assuming that goes for basketball too.,pro,pro
it is rather crazy though that news the PRESIDENT of the USA MAY wear a mask in a PANDEMIC is news!,pro,pro
@GooGwaba Truly? Iâ€™m sorry. Youâ€™re badly misinformed. Stay safe. Wash your hands. Wear the mask. This virus is not going away anytime soon.,pro,pro
Of course I want a nose piercing when wear a mask everyday ðŸ˜…,neutral,neutral
"@mitchellvii Donâ€™t be #COVIDIOTS , wear a mask.",pro,pro
$SMRT TRUMP says he would wear a MASK - SMRT down on a decent e report and SELL MASKS remember,pro,pro
@BlokecalledJJ @dlteach @MsMarshallCMS But also 'teachers shouldn't wear masks because students need to see their faces.' My students are older adolescents. They can carry it and spread it.,pro,pro
"@trista7488 @michaels_leigh @rob_willeford @MexiLolo @Fired_Soon @MrsRabbitResist @DevinCow @Ironhorse76 @caroltx26 @SpockResists @mcspocky Ok, so I have to really separate my response. I normally do not wear my mask when walking my dog but always carry o",neutral,neutral
"@becomingjenn @stevenspohn @GOP Because our Dear Leader refuses to set an example and wear a mask, and has politicized the virus while taking no action to slow it down. It starts at the top and the ball of crap keeps getting larger as it rolls down to our",against,against
"@Hdiesel503 Again, go ahead and wear your mask. ðŸ˜· Itâ€™s a false symbol to push compulsory and mandatory vaccinations. Take the vaccine too. But when people DIE because Bill Gates is a part of a global population control initiative, there wonâ€™t be an",against,against
Happy Canada Day! Honor our neighbors to the north by wearing a mask. #wearamask,against,against
@binaryanalogue @Dr_Ric_Marshall @lisaabramowicz1 Can you please explain how this works? How is it possible that I can inhale aerosol virus particles when wearing a mask but would not be able to exhale the through a cloth mask if I am infected? COVID is s,neutral,neutral
@Hdiesel503 You are more than welcome to wear a mask if you think itâ€™s gonna save your life. As is anyone else who chooses to do so. But forcing others to wear them when the science doesnâ€™t back it up is what communists do.,against,against
@realDonaldTrump And you for doing nothing in the early stages until now for not wearing a mask.,pro,pro
To those parents who wear masks outside but donâ€™t put one on their children...like..whatâ€™s your logic behind?,pro,pro
@Hdiesel503 Health care professionals use N95 grade masks. A piece of cloth is a freaking joke! The labels on most boxes say they do not prevent the spread of COVID. Wearing a bandana or any other means of a mouth covering is simply a placebo meant to mak,against,against
@LuxuryPRGal @GavinNewsom I guess he was expecting more people to wear masks and social distance.  Easy to blame one man but this is in people not following guidelines,neutral,neutral
Just read an article about universities opening up in the fall. Someone said â€œof course our more conservative students wonâ€™t wear a maskâ€.  Made me frustrated and sad that a mask has become so political and will put the complying students at risk.,pro,pro
@NateSilver538 Anyone with a brain (i.e. those of us who wear a mask) knew there was no way there was 100% pro test rate in state.,pro,pro
"@RealDeanCain Doctors, nurses, technicians, therapists, scientists, researchers have been wearing masks 8-12 hours a day for years.  But yeah, you wear one and suddenly you find an excuse for your underdeveloped prefrontal cortex ðŸ™„",pro,pro
Donâ€™t Be Selfish...Wear Your Mask,pro,pro
Spending my birthday week completely isolated from even my roommates :-) happy covid everyone!!!! Wear a mask and STOP GOING TO PARTIES,pro,pro
"If Scorpion can scream GET OVER HERE over and over while wearing a mask, you can wear one inside the Piggly Wiggly while buying cheese puffs and Pabst Blue Ribbon.",pro,pro
"If YOU are not wearing a mask and/or self-isolating, I am holding YOU responsible not only for the illness and death of thousands but the loss of livelihood of millions more. Just think before you act. THINK. #WearADamnMask",pro,pro
"When Businesses start To Open Again, Require Patrons To Wear A Mask, Enforce Social Distancing, Sanitizing, Handwahing And You Will Be Able To Safely Stay Open And Get Closer To Full Occupancy as Well As Proecting Your Community!!!",pro,pro
"@realDonaldTrump Wait a minute.  You said the pandemic was a hoax and you still wonâ€™t wear a mask. Also, you did nothing while Russia put out contracts on the troops. #TRE45SON #Biden2020",neutral,neutral
The funny thing I went to go to the bank this morning this guy came in older guy with a face mask like Freddy Krueger had on Halloween. They let them in. Anyways they didn't say what kind of mask you can wear any kind you want.,neutral,neutral
@RepValDemings Don't just buy that face mask to show that you have one. Wear it to protect yourself and others from the spread of COVID19.,pro,pro
My super healthy 33 yo sister who got COVID in April still has minor decreased lung function... in July. Not only that but her downstairs neighbor that got sick first fucking died. Stop going to the fucking gym/bar you goddamn idiots. Wear your fucking masks. Give a damn.,pro,pro
"My Fellow Americans, If You Want To Go Back To Work, You Want To Open Your Business, Wear A Friggin Mask!! Protect Yourself, Your Fellow American, And Last BUT Not Least A LOVED ONE!! This Is ALL ON TRUMP!  Vote Him And His Lacky Republicans OUT!!",pro,pro
â€œYou can catch it just by walking by someone?â€ Asked late twenty something maskless woman with tiny Paris Hilton type dog who came up behind me and left a couple inches between us as she paused to let the dog pee. Why donâ€™t you wear the damn mask just in case?,pro,pro
@marcorubio Now youâ€™re trolling your own people? Wouldnâ€™t it have been easier to have everyone wear masks in March?,pro,pro
"@Riv34 @Zazmania @ChrisRandone @ShipMyMoneyDFS @bordersroad Doctors and nurses everywhere, wearing masks for hours at a time, are really struggling to aspirate huh. Just out here suffocating, only inhaling CO2. A real shame.",neutral,neutral
@GavinNewsom please consider a stay-at-home order for 4th of July weekend.  All the signs are pointing to a major major event if people don't stay home. And you know they're not distancing or wearing masks.  Please keep your essential workers safe! #MaskO,pro,pro
"If you proceed to not wear a mask when youâ€™re out...  Please proceed to Texas, Arizona or Florida. This is where you truly belong.",pro,pro
@Padres_Farm Austin Hedges be like â€œI know a spotâ€ and takes you to a house party where no one is wearing a mask or social distancing.,unrelated,unrelated
@yellowprose @FreewayReagan @crulge @JStein_WaPo I mean have you not seen the swaths of people wearing masks under their nose or around their necks or taking them off to talk?,unrelated,unrelated
"@DemsareP @mitchellvii If you guys hate wearing a mask, you are really going to hate wearing a ventilator!",pro,pro
Iâ€™m getting breakfast for my coworkers and I &amp; I didnâ€™t intend to have to beat someoneâ€™s ass this morning I just wanted a breakfast sandwich but this bitch wonâ€™t stfu about wearing a mask &amp; im boutta lose it ðŸ™„,against,against
"@dr_gwin I just realized it would be unsafe to talk to anyone not wearing a mask, so forget this idea, not smart",pro,pro
"can people just wear their masks and stop whining like 5 years olds.. thanks, youâ€™re a fucking adult so act like one",pro,pro
"@jayt40125962 @nbcsandiego So a mask stops you from having human interaction? Weird, I wear a mask and still have human interaction. So do many other people.",pro,pro
"@JosephSoblosky @NYGovCuomo Well the KKK has no problems wearing hoodies, now they are bitching about face masks. If there was a problem with wearing facemasks, how do all the people working in hospitals deal with it?",pro,pro
@AyeshaSelden Im from Cali and i only go grocery shopping or to the bank and my wife &amp; i still got it even tho we wear our mask when we go out and use hand sanitizer... sooooo idk wtf happened ðŸ˜“,pro,pro
"@chancetherapper We need celebrities that appeal to 15-35+ to bring awareness to the importance of wearing a mask. Would be cool if you and your friends could help get the word out! Social media, TV special .....",pro,pro
Good morning. Wear a mask.,pro,pro
"So for the people who donâ€™t want or think they need to wear masks when out in public, are yaâ€™ll also not going to get the vaccine if ones eventually comes out? Im quite curious",pro,pro
@mncube We have the tech to scan shoes while wearing them. Also shoe bombs didnt cause 9/11. âŒ  A switch to universal healthcare would make private insurance mandate obsolete âŒ  Currently the US faces the greatest threat to life and economy we've ever,unrelated,unrelated
"@jayt40125962 @nbcsandiego Wear a mask, wash hands. SIMPLE!  Weird how it can work both ways and both are simple.",pro,pro
"New Month, New Blessings &amp; New Goals. . . Also Remember to Wear Your Mask &amp; Stay 6ft Away From Other.",pro,pro
So I got laid off from my dream job. Also 6 friends and counting with COVID.   People... WEAR YOUR FUCKING MASKS!!!!!!!!,pro,pro
@TAndvig @kanyewest Most of them- if the images from the news/media are to be believed- are wearing masks at least. And they are at least fighting for a noble cause. These guys are doing a photo op and hanging out.,pro,pro
The caption of the photo the woman posted said â€œMeet lenen from Starbucks who refused to serve me cause Iâ€™m not wearing a mask. Next time I will wait for cops and bring a medical exemption.â€,against,against
"@nbcsandiego Well alot of people are still going to work. So its sorta stupid imo, but I do understand why some want others to wear a mask and so on",neutral,neutral
"@Iam24747867437 @RBlount @DoctorYasmin Letâ€™s see - my own two eyes, public officials pleading with folks to wear a mask, photos of large gatherings where social distancing or mask wearing isnâ€™t remotely happening, air travel sky rocketing... you can c",neutral,neutral
gladly wearing a mask because i look better w half my face covered,pro,pro
The government will never make me wear a mask ðŸ˜· Iâ€™ll do it on my own out of mutual respect for others. You should do the same ðŸ‘,pro,pro
"@matzwik @dragonzorddown1 @_db155 @MSNBC @VaughnHillyard A womanâ€™s abortion wonâ€™t kill YOU, but you giving Coronavirus to someone because you refuse to wear a mask will!! You canâ€™t say you are â€œpro lifeâ€ if u refuse to wear a mask.",pro,pro
"@mitchellvii Often these are the same folks that are talking about people ""taking"" from the country, honoring the great sacrifice of patriots, etc.  But you can't wear a mask to Costco or the Gym?!  Frankly it makes you look small.",pro,pro
"@C_LosR I havenâ€™t been in a fight in a long time, but itâ€™s going to be over wearing masks. I know it.",neutral,neutral
"@mitchellvii For people that are talking about how wrong/tough/unconstitutional, it is for you to wear masks.  Please get outside of yourself for one damn moment. Think about others, and think about how small a sacrifice it is in the scope of the struggle",pro,pro
"@58Skeeter @MSNBC @VaughnHillyard Well, thatâ€™s why tRump doesnâ€™t wear a mask! Doesnâ€™t want to mess up his â€œTangerine Dreamâ€ foundation!",neutral,neutral
@jayt40125962 @nbcsandiego Because wearing a mask is a HUGE inconvenience for people???? ðŸ™„ðŸ™„,neutral,neutral
@rubydiana There is a 99.6% survival rate if you happen to catch the virus. As long as you aren't in a nursing home you don't need to wear a mask. #statistics #sheeple #dontbelievethehype,against,against
Untill an effective vaccine ðŸ’‰ or definite therapy is found for the Corona Virus ðŸ¦  do the followings; 1. Wear your mask ðŸ˜· all the family 2. Get all your family members tested time to time 3. Make sure you eat healthy and exercise 4. Follow up with your doctor ðŸ‘¨â€âš•ï¸ get your care,pro,pro
"@SuzeQKnits Today I said to a man who was right next to me on a 2 foot narrow trail with his bike, â€˜youâ€™re supposed to wear a maskâ€ he said NO! I wonâ€™t, Itâ€™s a free country! ðŸ˜§",pro,pro
@evasuncle @RaeRevived @Kelleyrose20 @Crashingmoonxo @VehementRedhead @chillaf75 @CarlyJA22 @RN00711 @SatterleyAndrew @Milou1504 @Mamamundo1 @beatlesrfab @scoopie14 @WilerMichael Resisters are mostly team blue democrats who think ripping up a piece of pap,unrelated,unrelated
"@TheDemocrats @TheDemocrats is using this l'ttle clueless pawn who doesn't have any specific answers to this virus and certainty of the vaccines to further their political ""lockdown"" and ""wear mask"" agenda.",neutral,neutral
"@SuzeQKnits So sorry for your patient, for his family, and for you. Thank you for all your dedication to your patients. Until people stop listening to WASHINGTON and start listening to medical personnel and scientists and START wearing masks, this will on",pro,pro
Austin Aries at home rn like â€œhm how can I make wearing a mask all about myself so I can remind everyone once again IM A VEGANâ€ ok speedo no body cares,unrelated,unrelated
"@jayt40125962 @nbcsandiego Youâ€™re right I canâ€™t, but Iâ€™m also not able to stay home 24/7, thatâ€™s why everyone should just do the right thing, wear a mask, wash hands, social distance and if sick stay home. Itâ€™s really not that hard for people to",pro,pro
I need people to stop being roaches and wear their masks so I can see @diplo @MAJORLAZER and @BTS_twt again âœ¨,pro,pro
"@leisurefriar Iâ€™m a mask guy...I just think itâ€™s hard to make the case that masks are the issue when a spike is happening when far more people are wearing them. Itâ€™s also a sudden spike, and the age drop, etc. Mask-wearing is important but not what ",against,against
@dave_farkas @kylegriffin1 @maddow You said you wear a mask to protect people like me. This means you must have the virus. I didnâ€™t say masks didnâ€™t help.,neutral,neutral
"@aliciakeys Please, please see if you can organize celebrities that appeal to below and above 20 somethings to start posting about the importance of wearing a mask. Maybe if someone they think is cool is advocating mask wearing they will listen. Maybe eve",pro,pro
I wonder a lot about how different things would be if we werenâ€™t told not to wear masks during the first weeks of the pandemic,pro,pro
